nomor_masuk,tanggal_masuk,nama_barang,kuantum_masuk,Bulan_masuk,nomor_jual,tanggal_jual,nama_pembeli,kuantum_jual,nominal,Bulan_jual,Hari
20,2020-09-14,BERAS,50000,2020-09,812,2020-10-26,TOKO PRAYOGA ,5000,53975000,2020-10,Monday
20,2020-09-14,BERAS,50000,2020-09,813,2020-10-26,TOKO IMIN ,1000,10795000,2020-10,Monday
20,2020-09-14,BERAS,50000,2020-09,814,2020-10-26,TOKO JUANTI ,1700,18351500,2020-10,Monday
20,2020-09-14,BERAS,50000,2020-09,815,2020-10-26,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,185,2220000,2020-10,Monday
20,2020-09-14,BERAS,50000,2020-09,816,2020-10-26,YAYASAN KESEJAHTERAAN PEGAWAI (YKP) BNI,74,1702000,2020-10,Monday
20,2020-09-14,BERAS,50000,2020-09,817,2020-11-04,TOKO BUNGUR,100,1076500,2020-11,Wednesday
20,2020-09-14,BERAS,50000,2020-09,818,2020-11-04,TOKO BUNGUR,700,7339500,2020-11,Wednesday
20,2020-09-14,BERAS,50000,2020-09,822,2020-11-06,TOKO BU YULI,700,7350000,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,823,2020-11-06,TOKO DWI SUSILO ,1050,11334750,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,824,2020-11-06,TOKO URAI INA KURNIA ,2700,29146500,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,825,2020-11-06,TOKO GERRY GUMILANG ,4000,43180000,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,826,2020-11-09,TOKO IRVA,50,538250,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,827,2020-11-09,TOKO IRVA,750,7863750,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,830,2020-11-09,TOKO ARDO,700,7350000,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,831,2020-11-09,TOKO ARDO,200,2024000,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,832,2020-11-09,TOKO HERI HARYANTO ,500,5397500,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,833,2020-11-09,TOKO ABANG HERIYANSYAH ,2000,21590000,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,834,2020-11-09,TOKO APRIYANTO ,2400,25908000,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,835,2020-11-09,TOKO DEWI AFRITA ,2000,21590000,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,836,2020-11-11,TOKO ADELA,350,3669750,2020-11,Wednesday
20,2020-09-14,BERAS,50000,2020-09,837,2020-11-11,TOKO ADELA,150,1518000,2020-11,Wednesday
20,2020-09-14,BERAS,50000,2020-09,838,2020-11-11,TOKO ENDANG HARTATI ,2000,21590000,2020-11,Wednesday
20,2020-09-14,BERAS,50000,2020-09,839,2020-11-11,TOKO SILVIANA ,1000,10795000,2020-11,Wednesday
20,2020-09-14,BERAS,50000,2020-09,840,2020-11-12,TOKO IDAWATI ,230,2481700,2020-11,Thursday
20,2020-09-14,BERAS,50000,2020-09,841,2020-11-12,TOKO APRIYANTO ,1100,11869000,2020-11,Thursday
20,2020-09-14,BERAS,50000,2020-09,842,2020-11-12,TOKO FATMAWATI ,1000,10790000,2020-11,Thursday
20,2020-09-14,BERAS,50000,2020-09,843,2020-11-12,TOKO IIP KUSPOYO ,1000,10790000,2020-11,Thursday
20,2020-09-14,BERAS,50000,2020-09,844,2020-11-12,TOKO HENI LAY ,500,5395000,2020-11,Thursday
20,2020-09-14,BERAS,50000,2020-09,845,2020-11-13,TOKO DEWI AFRITA ,4000,43160000,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,846,2020-11-13,TOKO AMRAN ,200,2158000,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,847,2020-11-16,TOKO YENNI SUSILAWATI ,2000,21580000,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,848,2020-11-16,TOKO YULIANA ,4000,43160000,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,849,2020-11-16,TOKO YAKOB ,6000,64740000,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,850,2020-11-16,TOKO HERMANTO ,4000,43160000,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,851,2020-11-17,TOKO ENDANG SUSILAWATI ,8000,86320000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,852,2020-11-17,TOKO ARI YANTO ,2000,21580000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,853,2020-11-17,TOKO MIKA ERNAWATI ,450,4855500,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,854,2020-11-17,TOKO EKO BUDI WINASIS ,360,3884400,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,855,2020-11-17,TOKO JUANTI ,1500,16185000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,856,2020-11-17,TOKO HERMANSYAH ,300,3237000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,857,2020-11-17,TOKO NURDIAH ,300,3237000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,858,2020-11-17,TOKO ASEP SAFRUDIN ,400,4316000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,859,2020-11-17,TOKO SUNDARIANTO ,600,6474000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,860,2020-11-17,TOKO NURFADILAH ,1900,20501000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,861,2020-11-17,TOKO IMIN ,1500,16185000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,862,2020-11-18,TOKO SIMON SUMARDI ,1300,14027000,2020-11,Wednesday
20,2020-09-14,BERAS,50000,2020-09,863,2020-11-18,TOKO ALEXANDER Y. ,2250,24277500,2020-11,Wednesday
20,2020-09-14,BERAS,50000,2020-09,864,2020-11-18,TOKO DWIANA MARYATI ,250,2697500,2020-11,Wednesday
20,2020-09-14,BERAS,50000,2020-09,865,2020-11-18,TOKO KHET MEN ,500,5395000,2020-11,Wednesday
20,2020-09-14,BERAS,50000,2020-09,866,2020-11-18,TOKO SARDIYANTO ,2000,21580000,2020-11,Wednesday
20,2020-09-14,BERAS,50000,2020-09,867,2020-11-20,TOKO FLORENTINA ,500,5395000,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,868,2020-11-20,TOKO RUSMALA ,400,4316000,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,869,2020-11-20,TOKO QOYIM MASYAHARI ,500,5395000,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,870,2020-11-20,TOKO FEBRIANTI INDAH LESTARI ,670,7232650,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,871,2020-11-20,TOKO DWI SUSILO ,1150,12408500,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,872,2020-11-23,TOKO FEBRIANTI INDAH LESTARI ,830,8955700,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,873,2020-11-23,TOKO PRAYOGA ,5000,53950000,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,874,2020-11-23,TOKO ANDREAS INDAH ,4030,43483700,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,875,2020-11-23,TOKO HENDRA. S ,500,5395000,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,876,2020-11-23,TOKO IMIN ,3500,37765000,2020-11,Monday
20,2020-09-14,BERAS,50000,2020-09,877,2020-11-24,TOKO YAKOB ,110,1186900,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,878,2020-11-24,TOKO ENDANG SUSILAWATI ,4000,43160000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,879,2020-11-24,TOKO GERRY GUMILANG ,6000,64740000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,880,2020-11-24,TOKO APRIYANTO ,2000,21580000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,881,2020-11-24,TOKO MUHAMMAD RONI ,500,5395000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,882,2020-11-24,TOKO ABANG HERIYANSYAH ,4000,43160000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,883,2020-11-24,TOKO AIDI K.,12460,130643100,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,884,2020-11-24,TOKO BU YULI,175,1883875,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,885,2020-11-24,TOKO BU YULI,1140,11952900,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,886,2020-11-24,TOKO BU YULI,600,6072000,2020-11,Tuesday
20,2020-09-14,BERAS,50000,2020-09,891,2020-11-25,TOKO AIDI K.,33880,359771720,2020-11,Wednesday
20,2020-09-14,BERAS,50000,2020-09,892,2020-11-26,TOKO AIDI K.,17390,184664410,2020-11,Thursday
20,2020-09-14,BERAS,50000,2020-09,893,2020-11-27,TOKO ADELA,500,5309500,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,894,2020-11-27,TOKO ADELA,50,506000,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,897,2020-11-27,TOKO AIDI K.,17390,184664410,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,898,2020-11-27,TOKO ISNANI SITI RAFIAH ,1500,16185000,2020-11,Friday
20,2020-09-14,BERAS,50000,2020-09,899,2020-12-01,TOKO AIDI K.,23480,249334120,2020-12,Tuesday
20,2020-09-14,BERAS,50000,2020-09,904,2020-12-02,TOKO AIDI K.,18640,197938160,2020-12,Wednesday
20,2020-09-14,BERAS,50000,2020-09,905,2020-12-02,TOKO AIDI K.,25,575000,2020-12,Wednesday
20,2020-09-14,BERAS,50000,2020-09,906,2020-12-02,TOKO ENDANG HARTATI ,2000,21650000,2020-12,Wednesday
20,2020-09-14,BERAS,50000,2020-09,909,2020-12-03,TOKO AIDI K.,520,5452200,2020-12,Thursday
20,2020-09-14,BERAS,50000,2020-09,910,2020-12-03,TOKO URAI INA KURNIA ,2000,21650000,2020-12,Thursday
20,2020-09-14,BERAS,50000,2020-09,911,2020-12-04,TOKO AIDI K.,10820,114897580,2020-12,Friday
20,2020-09-14,BERAS,50000,2020-09,912,2020-12-07,TOKO DEDES,1000,10619000,2020-12,Monday
